ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
0 (0.28),0 (0.24),0 (0.24),0 (0.32),0 (0.0),0 (0.28),0 (0.6),0 (0.24),0 (0.2),0 (0.24),0 (0.08),0 (0.44),0 (0.56),0 (0.48),0 (0.4),0,ELECTRA,"(0,)",ELECTRA,TRUE,TRUE
1 (0.44),0 (0.0),1 (0.24),0 (0.36),0 (0.36),0 (0.48),0 (0.12),1 (0.0),1 (0.36),0 (0.24),0 (0.08),1 (0.12),0 (0.32),0 (0.08),0 (0.16),0,"BART,Fasttext","(0, 1)",BART,TRUE,TRUE
1 (0.44),1 (0.28),1 (0.04),1 (0.04),1 (0.08),1 (0.04),1 (0.08),1 (0.08),1 (0.0),1 (0.0),1 (0.08),1 (0.08),1 (0.08),1 (0.0),1 (0.0),1,"Glove,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1)",Glove,TRUE,TRUE
1 (0.24),0 (0.36),1 (0.28),1 (0.08),0 (0.4),0 (0.12),0 (0.2),0 (0.4),1 (0.28),0 (0.04),0 (0.32),0 (0.08),0 (0.24),0 (0.4),0 (0.32),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
1 (0.48),1 (0.36),1 (0.0),1 (0.0),1 (0.16),1 (0.28),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1,"BERT,DistilBERT,Glove,LLAMA,W2V,MISTRAL","(1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.32),0 (0.48),0 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.04),1 (0.0),1 (0.0),0 (0.4),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,Fasttext,RoBERTa,W2V,LLAMA3,MISTRAL","(0, 1, 1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.2),0 (0.24),0 (0.04),0 (0.2),0 (0.2),0 (0.28),1 (0.28),1 (0.04),1 (0.24),0 (0.36),0 (0.24),1 (0.16),0 (0.6),0 (0.32),0 (0.24),0,"BERT,Fasttext","(0, 1)",BERT,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),1 (0.16),0 (0.04),0 (0.12),0 (0.24),0 (0.2),0 (0.04),0 (0.2),0 (0.2),0 (0.04),0 (0.0),0 (0.0),0 (0.6),0 (0.04),0 (0.0),0,"ALBERT,RoBERTa,W2V,MISTRAL","(0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.2),0 (0.08),0 (0.04),0 (0.0),0 (0.12),0 (0.24),0 (0.08),0 (0.0),0 (0.04),0 (0.08),0 (0.28),0 (0.0),0 (0.0),0,"ALBERT,ELMO,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.04),0 (0.28),0 (0.04),0 (0.0),0 (0.36),0 (0.12),0 (0.0),0 (0.4),0 (0.6),0 (0.24),0 (0.44),0 (0.12),0 (0.12),0 (0.08),0 (0.04),0,"DistilBERT,Falcon","(0, 0)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.16),0 (0.24),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0 (0.24),0 (0.08),0 (0.0),0 (0.0),0 (0.04),0 (0.2),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.12),0 (0.44),0 (0.16),0 (0.12),0 (0.28),0 (0.0),0 (0.0),0 (0.24),0 (0.24),0 (0.0),0 (0.2),0 (0.08),0 (0.0),0 (0.04),0 (0.12),0,"ELMO,Falcon,LLAMA,XLNET","(0, 0, 0, 0)",ELMO,TRUE,TRUE
0 (0.0),0 (0.16),0 (0.0),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.04),0 (0.16),0 (0.0),0 (0.24),0 (0.0),0 (0.08),0 (0.04),0 (0.0),0,"ALBERT,BERT,DistilBERT,Falcon,LLAMA,W2V,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.32),0 (0.28),0 (0.08),0 (0.36),1 (0.08),0 (0.0),0 (0.0),0 (0.04),0 (0.12),0 (0.04),0 (0.12),0 (0.12),0 (0.24),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA3,MISTRAL","(0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.44),1 (0.28),1 (0.28),0 (0.0),1 (0.0),1 (0.04),1 (0.04),0 (0.4),1 (0.4),1 (0.24),1 (0.32),1 (0.24),1 (0.44),1 (0.32),1 (0.0),1,"DistilBERT,ELECTRA,MISTRAL","(0, 1, 1)",ELECTRA,TRUE,TRUE
1 (0.2),1 (0.36),1 (0.04),1 (0.0),1 (0.08),1 (0.08),1 (0.0),1 (0.44),1 (0.04),1 (0.0),1 (0.28),1 (0.28),1 (0.36),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.12),1 (0.0),0 (0.36),0 (0.08),0 (0.44),0 (0.36),0 (0.04),0 (0.0),1 (0.16),0 (0.24),0 (0.16),0 (0.0),1 (0.16),0 (0.04),0 (0.0),0,"BART,Fasttext,W2V,MISTRAL","(1, 0, 0, 0)",Fasttext,TRUE,TRUE
0 (0.16),1 (0.4),1 (0.0),1 (0.12),1 (0.2),1 (0.2),1 (0.04),0 (0.16),1 (0.52),1 (0.24),1 (0.36),0 (0.24),1 (0.4),1 (0.12),1 (0.28),1,BERT,"(1,)",BERT,TRUE,TRUE
0 (0.36),1 (0.4),0 (0.12),0 (0.4),0 (0.36),0 (0.36),0 (0.16),1 (0.24),1 (0.44),0 (0.04),0 (0.08),0 (0.32),0 (0.28),0 (0.24),0 (0.04),0,"LLAMA,MISTRAL","(0, 0)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.12),0 (0.2),0 (0.08),0 (0.04),0 (0.04),0 (0.0),0 (0.0),0 (0.24),0 (0.0),0 (0.0),0 (0.04),0 (0.08),0 (0.0),0 (0.0),0,"ALBERT,Falcon,Fasttext,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.04),1 (0.2),0 (0.16),1 (0.2),0 (0.44),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.36),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1,"ELMO,Falcon,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.32),0 (0.4),0 (0.2),0 (0.04),0 (0.24),0 (0.0),0 (0.0),0 (0.0),0 (0.44),0 (0.04),0 (0.16),0 (0.2),0 (0.56),0 (0.04),0 (0.0),0,"ELMO,Falcon,Fasttext,MISTRAL","(0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.36),0 (0.2),1 (0.36),1 (0.24),1 (0.16),1 (0.28),1 (0.0),1 (0.48),0 (0.4),1 (0.08),0 (0.08),1 (0.24),0 (0.28),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
1 (0.0),1 (0.6),1 (0.0),1 (0.12),1 (0.12),1 (0.0),1 (0.0),1 (0.24),1 (0.2),1 (0.0),1 (0.0),1 (0.2),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.28),0 (0.16),0 (0.08),0 (0.04),0 (0.32),0 (0.24),0 (0.08),0 (0.16),0 (0.24),0 (0.04),0 (0.16),0 (0.2),0 (0.0),0 (0.12),0 (0.0),0,"XLNET,MISTRAL","(0, 0)",XLNET,TRUE,TRUE
0 (0.28),1 (0.44),0 (0.24),0 (0.04),1 (0.28),1 (0.24),1 (0.0),1 (0.28),1 (0.28),1 (0.04),1 (0.2),1 (0.24),1 (0.04),1 (0.04),1 (0.04),1,Falcon,"(1,)",Falcon,TRUE,TRUE
1 (0.12),1 (0.24),1 (0.04),1 (0.04),1 (0.36),1 (0.0),1 (0.0),1 (0.12),1 (0.04),1 (0.0),1 (0.16),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.2),1 (0.16),1 (0.08),1 (0.28),1 (0.2),1 (0.12),1 (0.08),1 (0.04),0 (0.6),1 (0.04),1 (0.44),1 (0.04),1 (0.4),1 (0.04),1 (0.04),1,"Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Fasttext,TRUE,TRUE
0 (0.24),0 (0.64),0 (0.16),0 (0.16),0 (0.4),0 (0.2),0 (0.4),0 (0.16),1 (0.4),0 (0.28),0 (0.48),0 (0.4),0 (0.28),0 (0.36),0 (0.4),1,"BERT,DistilBERT,Fasttext","(0, 0, 0)",Fasttext,FALSE,TRUE
1 (0.28),1 (0.4),1 (0.12),1 (0.12),1 (0.2),1 (0.28),1 (0.08),1 (0.2),1 (0.04),1 (0.08),1 (0.28),1 (0.0),1 (0.48),1 (0.04),1 (0.0),1,"W2V,MISTRAL","(1, 1)",W2V,TRUE,TRUE
1 (0.48),1 (0.36),1 (0.24),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.0),0 (0.52),1 (0.16),0 (0.16),1 (0.44),0 (0.32),0 (0.0),0 (0.24),0 (0.2),0 (0.0),0 (0.52),0 (0.16),1 (0.48),0 (0.0),0 (0.2),0,"ALBERT,Falcon,LLAMA,LLAMA3","(0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.16),0 (0.48),0 (0.16),0 (0.12),0 (0.52),0 (0.0),0 (0.0),0 (0.24),0 (0.32),0 (0.0),0 (0.0),0 (0.12),0 (0.36),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
0 (0.28),0 (0.28),0 (0.16),0 (0.0),1 (0.36),0 (0.28),0 (0.12),1 (0.28),1 (0.32),0 (0.12),0 (0.0),0 (0.2),0 (0.28),0 (0.0),0 (0.2),0,"DistilBERT,RoBERTa,LLAMA3","(0, 0, 0)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.36),1 (0.08),1 (0.12),1 (0.08),1 (0.4),1 (0.0),1 (0.16),1 (0.2),1 (0.0),1 (0.04),1 (0.16),1 (0.16),1 (0.0),1 (0.0),1,"ALBERT,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.08),1 (0.36),0 (0.28),0 (0.2),1 (0.0),0 (0.04),1 (0.24),1 (0.24),1 (0.04),1 (0.08),0 (0.0),1 (0.36),1 (0.24),1 (0.16),1 (0.0),0,"ELECTRA,RoBERTa,MISTRAL","(1, 0, 1)",RoBERTa,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.28),0 (0.24),0 (0.32),0 (0.48),0 (0.48),0 (0.24),0 (0.04),0 (0.0),1 (0.2),0 (0.0),0 (0.2),0 (0.28),0 (0.48),0 (0.04),0 (0.0),0,"Fasttext,LLAMA,MISTRAL","(0, 0, 0)",Fasttext,TRUE,TRUE
0 (0.32),0 (0.0),0 (0.04),0 (0.2),0 (0.32),0 (0.04),0 (0.4),0 (0.32),0 (0.2),0 (0.48),0 (0.0),0 (0.04),0 (0.2),0 (0.0),0 (0.04),0,"BART,RoBERTa,LLAMA3","(0, 0, 0)",BART,TRUE,TRUE
1 (0.32),1 (0.32),1 (0.12),1 (0.24),1 (0.36),0 (0.32),1 (0.28),1 (0.4),1 (0.04),1 (0.2),1 (0.04),1 (0.12),1 (0.4),1 (0.36),1 (0.12),1,"Glove,RoBERTa","(1, 1)",Glove,TRUE,TRUE
0 (0.12),0 (0.32),0 (0.12),0 (0.16),0 (0.16),0 (0.48),0 (0.08),0 (0.36),0 (0.28),0 (0.2),0 (0.52),0 (0.24),0 (0.28),0 (0.32),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
0 (0.24),0 (0.4),0 (0.12),0 (0.28),0 (0.44),0 (0.12),0 (0.04),0 (0.08),0 (0.32),0 (0.08),0 (0.12),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0,"XLNET,LLAMA3,MISTRAL","(0, 0, 0)",XLNET,TRUE,TRUE
0 (0.24),0 (0.2),0 (0.24),0 (0.2),0 (0.4),0 (0.0),0 (0.16),0 (0.32),0 (0.2),0 (0.04),0 (0.16),0 (0.04),0 (0.08),0 (0.04),0 (0.0),0,"ELMO,MISTRAL","(0, 0)",ELMO,TRUE,TRUE
0 (0.16),0 (0.52),0 (0.12),0 (0.0),0 (0.48),0 (0.08),0 (0.28),0 (0.4),0 (0.08),0 (0.0),0 (0.24),0 (0.32),0 (0.48),0 (0.2),0 (0.16),0,"DistilBERT,LLAMA","(0, 0)",DistilBERT,TRUE,TRUE
1 (0.24),0 (0.04),0 (0.24),1 (0.24),0 (0.28),1 (0.4),0 (0.6),0 (0.28),1 (0.16),0 (0.56),1 (0.2),1 (0.0),0 (0.16),0 (0.24),0 (0.32),0,W2V,"(1,)",W2V,FALSE,TRUE
1 (0.4),1 (0.28),1 (0.12),1 (0.0),1 (0.04),1 (0.36),1 (0.0),1 (0.44),1 (0.4),1 (0.08),1 (0.08),1 (0.24),1 (0.32),1 (0.04),1 (0.24),1,"DistilBERT,Falcon","(1, 1)",DistilBERT,TRUE,TRUE
0 (0.12),0 (0.4),0 (0.12),0 (0.12),0 (0.32),0 (0.28),0 (0.2),0 (0.28),0 (0.4),0 (0.04),0 (0.0),0 (0.04),0 (0.4),0 (0.12),0 (0.0),0,"RoBERTa,MISTRAL","(0, 0)",RoBERTa,TRUE,TRUE
1 (0.24),0 (0.6),0 (0.04),0 (0.12),0 (0.12),0 (0.0),0 (0.0),0 (0.16),0 (0.16),0 (0.0),0 (0.12),0 (0.16),0 (0.12),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.2),0 (0.44),1 (0.28),1 (0.0),1 (0.16),0 (0.12),0 (0.12),0 (0.24),0 (0.12),0 (0.36),1 (0.4),0 (0.2),0 (0.48),0 (0.12),0 (0.16),0,DistilBERT,"(1,)",DistilBERT,FALSE,TRUE
0 (0.04),0 (0.52),0 (0.28),0 (0.0),0 (0.28),0 (0.16),0 (0.0),0 (0.28),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.6),0 (0.0),0 (0.0),0,"DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.12),0 (0.48),0 (0.44),0 (0.28),0 (0.28),0 (0.28),0 (0.12),0 (0.24),0 (0.4),0 (0.16),0 (0.16),0 (0.24),0 (0.32),0 (0.08),0 (0.08),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
0 (0.32),0 (0.08),0 (0.12),0 (0.36),0 (0.24),0 (0.16),0 (0.24),0 (0.48),0 (0.36),0 (0.12),0 (0.24),0 (0.2),0 (0.36),0 (0.2),0 (0.04),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
1 (0.16),0 (0.36),0 (0.16),0 (0.12),0 (0.24),0 (0.08),0 (0.0),1 (0.16),0 (0.24),0 (0.0),0 (0.0),0 (0.0),0 (0.28),0 (0.0),0 (0.0),0,"Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.28),0 (0.44),0 (0.28),0 (0.52),1 (0.48),0 (0.28),0 (0.24),1 (0.16),1 (0.36),0 (0.36),1 (0.28),0 (0.16),1 (0.6),0 (0.32),1 (0.36),1,"Fasttext,W2V","(1, 0)",Fasttext,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.12),1 (0.08),1 (0.0),1 (0.0),1 (0.2),1 (0.24),1 (0.04),1 (0.08),1 (0.04),1 (0.04),1 (0.08),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"BERT,DistilBERT,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.32),0 (0.4),0 (0.2),0 (0.24),0 (0.04),0 (0.32),0 (0.0),1 (0.28),1 (0.36),0 (0.0),0 (0.28),1 (0.32),0 (0.4),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.12),1 (0.28),1 (0.24),1 (0.28),1 (0.12),1 (0.16),1 (0.0),1 (0.04),1 (0.08),1 (0.04),1 (0.08),1 (0.0),1 (0.12),1 (0.04),1 (0.0),1,"Falcon,W2V,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
0 (0.12),0 (0.12),0 (0.0),0 (0.04),0 (0.6),0 (0.16),0 (0.04),0 (0.4),0 (0.04),0 (0.0),0 (0.36),0 (0.08),0 (0.0),0 (0.0),0 (0.0),0,"BERT,LLAMA,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.16),1 (0.24),1 (0.28),1 (0.0),1 (0.24),1 (0.04),1 (0.08),1 (0.32),1 (0.16),1 (0.04),1 (0.0),1 (0.2),1 (0.28),1 (0.04),1 (0.0),0,"DistilBERT,RoBERTa,MISTRAL","(1, 1, 1)",DistilBERT,FALSE,FALSE
0 (0.16),0 (0.12),0 (0.04),0 (0.0),0 (0.28),0 (0.12),0 (0.32),0 (0.36),0 (0.24),0 (0.12),1 (0.32),0 (0.32),0 (0.4),0 (0.28),0 (0.12),0,DistilBERT,"(0,)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.36),1 (0.04),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.24),1 (0.0),1 (0.04),1,"ALBERT,BERT,DistilBERT,Falcon,Glove,LLAMA,W2V,LLAMA3","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.04),1 (0.52),1 (0.0),1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.04),0 (0.16),0 (0.2),0 (0.04),0 (0.12),0 (0.0),0 (0.04),0 (0.2),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.24),0 (0.04),0 (0.0),0,"ELMO,LLAMA,RoBERTa,MISTRAL","(0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.16),0 (0.12),0 (0.0),0 (0.36),0 (0.0),0 (0.04),0 (0.12),0 (0.32),0 (0.12),0 (0.4),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0,"DistilBERT,ELMO,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.24),1 (0.04),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.04),1,"ALBERT,BERT,DistilBERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.12),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.16),0 (0.08),0 (0.0),0 (0.0),0 (0.08),0 (0.2),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.0),1 (0.52),1 (0.04),1 (0.0),1 (0.44),1 (0.16),1 (0.0),1 (0.4),1 (0.24),1 (0.0),1 (0.24),1 (0.32),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.04),1 (0.28),1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.08),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"BERT,ELECTRA,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.32),0 (0.04),0 (0.36),0 (0.2),0 (0.24),0 (0.24),0 (0.12),0 (0.04),0 (0.48),0 (0.12),0 (0.08),0 (0.12),0 (0.36),0 (0.08),0 (0.36),0,"BART,Fasttext","(0, 0)",BART,TRUE,TRUE
