ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
1 (0.8),1 (0.92),2 (0.88),5 (0.72),4 (0.76),1 (0.68),0 (0.8),1 (0.84),1 (0.72),1 (0.72),0 (0.84),0 (0.8),1 (0.84),0 (0.76),0 (0.88),5,ELMO,"(1,)",ELMO,FALSE,TRUE
1 (0.84),3 (0.88),4 (0.84),3 (0.8),5 (0.68),0 (0.68),2 (0.84),1 (0.8),1 (0.88),5 (0.68),2 (0.96),4 (0.96),0 (0.76),1 (0.76),1 (0.76),4,"ELECTRA,ELMO,LLAMA","(5, 0, 5)",LLAMA,FALSE,TRUE
3 (0.8),3 (0.96),4 (0.92),1 (0.84),1 (0.84),1 (0.84),2 (0.84),4 (0.84),5 (0.88),3 (0.84),2 (0.8),2 (0.84),1 (0.72),1 (0.76),3 (0.76),2,XLNET,"(1,)",XLNET,FALSE,TRUE
1 (0.92),1 (0.92),1 (0.92),1 (0.84),4 (0.92),3 (0.68),1 (0.84),4 (0.8),4 (0.88),1 (0.76),3 (0.84),1 (0.76),1 (0.64),1 (0.8),3 (0.8),4,XLNET,"(1,)",XLNET,FALSE,TRUE
1 (0.92),1 (0.96),2 (0.72),1 (0.68),1 (0.92),1 (0.72),2 (0.84),1 (0.68),2 (0.8),2 (0.64),2 (0.72),2 (0.84),1 (0.88),2 (0.76),2 (0.76),1,LLAMA,"(2,)",LLAMA,FALSE,TRUE
5 (0.8),3 (0.88),4 (0.84),1 (0.8),1 (0.8),2 (0.84),5 (0.88),1 (0.88),3 (0.92),1 (0.72),1 (0.84),1 (0.8),3 (0.88),1 (0.92),1 (0.84),3,LLAMA,"(1,)",LLAMA,FALSE,TRUE
3 (0.84),0 (0.68),3 (0.84),1 (0.72),4 (0.88),5 (0.84),4 (0.88),4 (0.76),5 (0.76),4 (0.84),4 (0.96),4 (0.72),1 (0.76),4 (0.68),1 (0.84),5,"BART,LLAMA3","(0, 4)",BART,FALSE,TRUE
1 (0.64),1 (0.8),4 (0.88),1 (0.84),4 (0.84),1 (0.56),1 (0.8),1 (0.68),1 (0.8),1 (0.92),4 (0.76),1 (0.8),1 (0.84),2 (0.84),1 (0.72),5,ELMO,"(1,)",ELMO,FALSE,FALSE
4 (0.84),5 (0.88),3 (0.72),4 (0.56),3 (0.84),3 (0.8),4 (0.64),3 (0.92),2 (0.8),4 (0.84),2 (0.76),3 (0.76),0 (0.8),4 (0.92),4 (0.92),5,DistilBERT,"(4,)",DistilBERT,FALSE,TRUE
5 (0.84),3 (0.84),5 (0.64),3 (0.8),3 (0.8),5 (0.76),5 (0.72),4 (0.64),5 (0.84),4 (0.72),4 (0.92),5 (0.8),3 (0.88),5 (0.6),4 (0.68),5,LLAMA3,"(5,)",LLAMA3,TRUE,TRUE
1 (0.76),1 (0.76),3 (0.8),1 (0.76),1 (0.8),1 (0.76),1 (0.84),1 (0.64),1 (0.72),1 (0.88),1 (0.72),0 (0.8),1 (0.8),1 (0.88),1 (0.8),4,Fasttext,"(1,)",Fasttext,FALSE,FALSE
3 (0.84),3 (0.8),4 (0.88),1 (0.8),3 (0.84),2 (0.84),3 (0.72),1 (0.68),1 (0.76),3 (0.84),3 (0.84),2 (0.88),1 (0.84),3 (0.76),3 (0.8),0,Fasttext,"(1,)",Fasttext,FALSE,FALSE
1 (0.72),2 (0.76),1 (0.76),2 (0.8),0 (0.8),1 (0.92),0 (0.92),1 (0.88),0 (0.8),3 (0.84),1 (0.84),1 (0.84),1 (0.96),1 (0.76),1 (0.84),2,ALBERT,"(1,)",ALBERT,FALSE,TRUE
3 (0.84),1 (0.8),5 (0.76),3 (0.76),3 (0.56),3 (0.72),3 (0.84),2 (0.64),4 (0.72),3 (0.72),3 (0.84),1 (0.6),3 (0.76),3 (0.72),3 (0.8),3,ELECTRA,"(3,)",ELECTRA,TRUE,TRUE
1 (0.84),1 (0.8),1 (0.76),5 (0.88),3 (0.84),4 (0.8),5 (0.96),4 (0.8),3 (0.72),5 (0.88),1 (0.88),4 (0.92),3 (0.88),1 (0.76),3 (0.92),5,Glove,"(3,)",Glove,FALSE,TRUE
1 (0.84),1 (0.88),5 (0.72),5 (0.88),3 (0.76),1 (0.68),0 (0.84),3 (0.76),1 (0.84),3 (0.76),3 (0.88),1 (0.84),0 (0.88),0 (0.96),0 (0.72),4,ELMO,"(1,)",ELMO,FALSE,FALSE
1 (0.88),1 (0.92),3 (0.8),4 (0.72),2 (0.76),1 (0.8),3 (0.76),3 (0.8),1 (0.8),5 (0.76),3 (0.92),1 (0.8),5 (0.76),4 (0.64),3 (0.92),0,LLAMA3,"(4,)",LLAMA3,FALSE,FALSE
5 (0.8),4 (0.84),4 (0.8),3 (0.72),4 (0.76),4 (1.0),5 (0.76),4 (0.6),4 (0.96),5 (0.72),5 (0.88),3 (0.6),4 (0.72),4 (0.6),5 (0.84),3,"Fasttext,W2V,LLAMA3","(4, 3, 4)",W2V,TRUE,TRUE
1 (0.76),4 (0.92),4 (0.92),3 (0.84),3 (0.88),1 (0.84),1 (0.76),4 (0.8),3 (0.84),1 (0.76),3 (0.64),1 (0.68),3 (0.84),5 (0.72),1 (0.8),3,RoBERTa,"(3,)",RoBERTa,TRUE,TRUE
0 (0.8),0 (0.84),4 (0.92),2 (0.76),1 (0.88),1 (0.92),1 (0.76),3 (0.72),0 (0.8),1 (0.68),1 (0.92),2 (1.0),0 (0.8),1 (0.84),1 (0.84),3,LLAMA,"(1,)",LLAMA,FALSE,TRUE
3 (0.76),1 (0.84),1 (0.72),1 (0.8),1 (0.8),0 (0.76),2 (0.6),1 (0.64),1 (0.8),1 (0.8),3 (0.92),0 (0.8),1 (0.92),5 (0.84),3 (0.68),2,Falcon,"(2,)",Falcon,TRUE,TRUE
2 (0.92),2 (0.96),2 (0.56),1 (0.8),0 (0.76),2 (0.8),2 (0.72),3 (0.84),2 (0.76),1 (0.72),1 (0.6),2 (0.76),1 (0.72),2 (0.76),1 (0.84),0,BERT,"(2,)",BERT,FALSE,TRUE
4 (0.8),4 (0.8),5 (0.64),2 (0.6),4 (0.64),0 (0.92),5 (0.84),4 (0.88),4 (0.76),5 (0.72),4 (0.72),4 (0.84),1 (0.76),5 (0.68),5 (0.64),5,DistilBERT,"(2,)",DistilBERT,FALSE,TRUE
1 (0.64),4 (0.76),3 (0.72),4 (0.72),4 (0.8),1 (0.76),2 (0.88),4 (0.84),3 (0.92),4 (0.32),4 (0.88),4 (0.72),4 (0.88),4 (0.72),5 (0.68),5,LLAMA,"(4,)",LLAMA,FALSE,TRUE
3 (0.68),4 (0.92),3 (0.8),2 (0.92),3 (0.6),3 (0.8),3 (0.68),1 (0.8),4 (0.84),2 (0.84),4 (0.76),1 (0.76),1 (0.76),3 (0.76),4 (0.64),3,ELECTRA,"(3,)",ELECTRA,TRUE,TRUE
5 (0.8),4 (0.84),4 (0.88),4 (0.8),4 (0.84),4 (0.88),3 (0.92),4 (0.68),4 (0.72),4 (0.84),4 (0.92),5 (0.88),1 (0.72),4 (0.84),4 (0.8),1,Fasttext,"(4,)",Fasttext,FALSE,TRUE
0 (0.92),3 (0.88),0 (0.88),2 (0.76),3 (0.84),2 (0.64),0 (0.76),2 (0.68),1 (0.8),0 (0.72),1 (0.76),0 (0.8),1 (0.8),1 (0.8),1 (0.8),1,ELMO,"(2,)",ELMO,FALSE,TRUE
3 (0.8),3 (0.76),3 (0.72),3 (0.88),3 (0.8),3 (0.8),3 (0.76),1 (0.8),3 (0.8),3 (0.72),3 (0.72),3 (0.76),4 (0.8),3 (0.72),3 (0.76),4,"BERT,LLAMA,RoBERTa,LLAMA3","(3, 3, 3, 3)",BERT,FALSE,TRUE
5 (0.76),5 (0.92),5 (0.84),5 (0.84),5 (0.64),5 (0.8),4 (0.68),5 (0.92),3 (0.76),4 (0.76),4 (0.72),4 (0.6),5 (0.92),4 (0.76),4 (0.88),5,W2V,"(4,)",W2V,FALSE,TRUE
0 (0.8),3 (0.8),2 (0.84),1 (0.8),1 (0.84),0 (0.76),3 (0.8),1 (0.76),1 (0.8),3 (0.88),3 (0.76),1 (0.76),2 (0.92),1 (0.72),1 (0.8),3,LLAMA3,"(1,)",LLAMA3,FALSE,TRUE
0 (0.88),3 (0.84),2 (0.88),1 (0.96),3 (0.72),1 (0.84),1 (0.68),1 (0.76),1 (0.68),1 (0.68),1 (0.76),1 (0.72),0 (0.84),1 (0.64),1 (0.72),2,LLAMA3,"(1,)",LLAMA3,FALSE,TRUE
3 (0.96),3 (0.76),2 (0.72),2 (0.84),1 (0.72),3 (0.76),2 (0.6),2 (0.88),3 (0.68),1 (0.76),1 (0.72),1 (0.8),1 (0.88),1 (0.76),2 (0.56),2,MISTRAL,"(2,)",MISTRAL,TRUE,TRUE
2 (0.72),2 (0.88),1 (0.88),1 (0.72),1 (0.92),2 (0.84),3 (0.6),4 (0.76),3 (0.84),3 (0.72),3 (0.76),1 (0.8),1 (0.84),1 (0.6),3 (0.76),1,"Falcon,LLAMA3","(3, 1)",LLAMA3,TRUE,TRUE
4 (0.76),4 (0.72),4 (0.88),2 (0.72),5 (0.92),1 (0.72),1 (0.68),4 (0.68),3 (0.8),3 (0.76),1 (0.8),4 (0.84),1 (0.64),1 (0.8),1 (0.8),1,XLNET,"(1,)",XLNET,TRUE,TRUE
4 (0.92),4 (0.64),4 (0.84),1 (0.88),0 (0.72),4 (0.76),1 (0.72),5 (0.8),4 (0.96),4 (0.76),2 (0.96),4 (0.8),4 (0.88),0 (0.92),1 (0.72),2,BART,"(4,)",BART,FALSE,TRUE
4 (0.84),1 (0.6),4 (0.8),4 (0.76),5 (0.84),4 (0.84),4 (0.68),4 (0.8),3 (0.84),4 (0.88),4 (0.8),1 (0.76),3 (0.76),4 (0.68),4 (0.64),1,BART,"(1,)",BART,TRUE,TRUE
5 (0.68),2 (0.8),2 (0.88),5 (0.84),4 (0.76),5 (0.88),3 (0.84),5 (0.76),4 (0.92),5 (0.8),5 (0.92),4 (0.72),1 (0.68),1 (0.88),5 (0.88),2,"ALBERT,XLNET","(5, 1)",XLNET,FALSE,TRUE
3 (0.92),3 (0.88),2 (0.76),3 (0.84),4 (0.72),4 (0.76),4 (0.72),4 (0.8),4 (0.68),4 (0.64),4 (0.8),4 (0.8),4 (0.76),3 (0.64),4 (0.8),4,"LLAMA,LLAMA3","(4, 3)",LLAMA,TRUE,TRUE
3 (0.84),1 (0.76),3 (0.88),1 (0.88),3 (0.76),4 (0.64),4 (0.76),3 (0.92),3 (0.8),4 (0.68),1 (0.84),1 (0.88),3 (0.76),4 (0.76),1 (0.8),1,ELMO,"(4,)",ELMO,FALSE,TRUE
1 (0.84),4 (0.72),3 (0.76),2 (0.76),3 (0.88),5 (0.88),1 (0.76),4 (0.64),4 (0.76),1 (0.84),1 (0.88),4 (0.56),5 (0.88),1 (0.92),1 (0.8),2,W2V,"(4,)",W2V,FALSE,TRUE
4 (0.88),3 (0.92),4 (0.76),5 (0.8),3 (0.92),2 (0.72),1 (0.88),4 (0.84),4 (0.88),2 (0.76),3 (0.84),1 (0.76),3 (0.84),1 (0.88),1 (0.72),5,"ELMO,MISTRAL","(2, 1)",ELMO,FALSE,TRUE
3 (0.64),3 (0.88),3 (0.96),3 (0.6),1 (0.88),3 (0.88),3 (0.84),3 (0.84),3 (0.76),3 (0.72),3 (0.96),1 (0.84),1 (0.8),1 (0.72),1 (0.76),2,DistilBERT,"(3,)",DistilBERT,FALSE,FALSE
3 (0.88),1 (0.88),3 (0.96),3 (0.92),4 (0.84),5 (0.72),2 (0.68),3 (0.92),1 (0.8),2 (0.64),4 (0.8),1 (0.8),3 (0.84),1 (0.76),4 (0.76),5,LLAMA,"(2,)",LLAMA,FALSE,TRUE
1 (0.72),1 (0.96),1 (0.92),2 (0.96),3 (0.76),4 (0.72),1 (0.52),2 (0.8),1 (0.76),1 (0.72),1 (0.72),1 (0.8),3 (0.76),1 (0.68),1 (0.8),1,Falcon,"(1,)",Falcon,TRUE,TRUE
0 (0.88),3 (0.88),2 (0.84),1 (0.88),4 (0.56),2 (0.84),1 (0.96),2 (0.8),1 (0.76),1 (0.84),1 (0.8),1 (0.92),1 (0.8),1 (0.76),1 (0.8),4,ELECTRA,"(4,)",ELECTRA,TRUE,TRUE
3 (0.84),1 (0.92),3 (0.8),0 (0.84),1 (0.92),4 (0.72),3 (0.84),2 (0.8),2 (0.84),3 (0.8),3 (0.88),1 (0.84),0 (0.76),1 (0.92),3 (0.88),1,ELMO,"(4,)",ELMO,FALSE,TRUE
4 (0.88),4 (0.76),3 (0.92),5 (0.84),4 (0.8),4 (0.84),4 (0.76),4 (0.72),4 (0.84),4 (0.84),5 (0.68),5 (0.88),1 (0.48),4 (0.84),4 (0.84),4,XLNET,"(1,)",XLNET,FALSE,TRUE
1 (0.76),1 (0.84),0 (0.72),1 (0.8),1 (0.56),1 (0.68),1 (0.76),1 (0.96),1 (0.76),1 (0.68),1 (0.76),4 (0.8),0 (0.68),1 (0.76),1 (0.68),1,ELECTRA,"(1,)",ELECTRA,TRUE,TRUE
5 (0.76),3 (0.84),1 (0.8),2 (0.8),3 (0.84),1 (0.64),1 (0.8),1 (0.84),1 (0.88),1 (0.84),1 (0.64),4 (0.92),5 (0.68),1 (0.76),5 (0.8),1,"ELMO,RoBERTa","(1, 1)",ELMO,TRUE,TRUE
0 (0.8),3 (0.8),4 (0.72),1 (0.88),3 (0.72),1 (0.84),4 (0.84),4 (0.84),4 (0.8),4 (0.76),4 (0.84),4 (0.76),4 (0.72),4 (0.68),0 (0.88),4,LLAMA3,"(4,)",LLAMA3,TRUE,TRUE
0 (0.96),2 (0.88),3 (0.84),1 (0.84),3 (0.8),1 (0.84),2 (0.72),1 (0.64),1 (0.8),2 (0.72),2 (0.84),1 (0.84),2 (0.84),2 (0.8),2 (0.8),3,Fasttext,"(1,)",Fasttext,FALSE,TRUE
1 (0.84),1 (0.64),0 (0.76),2 (0.76),1 (0.68),2 (0.72),1 (0.72),2 (0.88),0 (0.96),1 (0.76),1 (0.84),2 (0.8),2 (0.92),2 (0.76),0 (0.76),1,BART,"(1,)",BART,TRUE,TRUE
1 (0.6),1 (0.88),0 (0.76),1 (0.76),1 (0.84),0 (0.48),1 (0.72),0 (0.84),1 (0.84),1 (0.8),0 (0.84),0 (0.68),0 (0.8),1 (0.68),1 (0.76),1,ELMO,"(0,)",ELMO,FALSE,TRUE
3 (0.68),5 (0.8),3 (0.84),4 (1.0),3 (0.96),3 (0.8),1 (0.84),4 (0.92),3 (0.76),4 (0.92),4 (0.84),3 (0.84),3 (0.84),3 (0.72),3 (0.76),2,ALBERT,"(3,)",ALBERT,FALSE,FALSE
4 (0.6),3 (0.84),3 (0.56),4 (0.96),3 (0.76),3 (0.72),4 (0.68),4 (0.76),3 (0.6),3 (0.84),4 (0.6),4 (0.64),4 (0.84),4 (0.68),4 (0.84),3,BERT,"(3,)",BERT,TRUE,TRUE
5 (0.92),3 (0.8),4 (0.8),5 (0.72),4 (0.96),5 (0.88),5 (0.92),5 (0.88),3 (0.88),5 (0.88),5 (0.72),5 (0.88),1 (0.84),5 (0.88),5 (0.92),3,"DistilBERT,RoBERTa","(5, 5)",DistilBERT,FALSE,TRUE
2 (0.84),1 (0.88),1 (0.84),1 (0.76),3 (0.88),0 (0.64),3 (0.84),1 (0.8),2 (0.88),1 (0.76),1 (0.68),2 (0.68),1 (0.76),3 (0.72),3 (0.84),1,ELMO,"(0,)",ELMO,FALSE,TRUE
4 (0.76),0 (0.72),3 (0.8),3 (0.88),4 (0.76),3 (0.76),4 (0.96),4 (0.8),0 (0.96),4 (0.72),4 (0.8),4 (0.84),3 (0.92),4 (0.88),4 (0.84),2,"BART,LLAMA","(0, 4)",BART,FALSE,FALSE
3 (0.8),4 (0.96),2 (0.8),2 (0.8),3 (0.72),3 (0.8),3 (0.88),1 (0.72),1 (0.88),1 (0.8),3 (0.76),3 (0.72),3 (0.84),4 (0.84),3 (0.84),3,"ELECTRA,Fasttext,W2V","(3, 1, 3)",ELECTRA,TRUE,TRUE
3 (0.84),1 (0.8),5 (0.96),1 (0.8),0 (0.84),1 (0.84),5 (0.88),1 (0.88),1 (0.72),2 (0.8),3 (0.84),1 (0.8),1 (0.88),2 (0.84),2 (0.84),2,Glove,"(1,)",Glove,FALSE,TRUE
1 (0.76),1 (0.84),1 (0.72),1 (0.76),1 (0.88),1 (0.72),2 (0.84),4 (0.76),4 (0.8),1 (0.8),1 (0.96),1 (0.96),3 (0.84),1 (0.72),1 (0.92),2,"BERT,ELMO,LLAMA3","(1, 1, 1)",ELMO,FALSE,TRUE
5 (0.84),0 (0.84),3 (0.8),5 (0.76),4 (0.88),4 (0.68),1 (0.8),4 (0.64),4 (0.92),5 (0.88),4 (0.72),4 (0.76),1 (0.76),1 (0.84),4 (0.84),4,Fasttext,"(4,)",Fasttext,TRUE,TRUE
3 (0.88),1 (0.76),2 (1.0),1 (0.8),1 (0.8),0 (0.6),1 (0.92),1 (0.92),0 (0.92),1 (0.8),1 (0.88),1 (0.88),1 (0.84),1 (0.8),3 (0.72),2,ELMO,"(0,)",ELMO,FALSE,TRUE
0 (0.72),3 (0.88),4 (0.8),4 (0.8),3 (0.8),4 (0.92),3 (0.8),1 (0.68),2 (0.88),3 (0.92),3 (0.76),4 (0.8),1 (1.0),3 (0.76),3 (0.8),3,Fasttext,"(1,)",Fasttext,FALSE,TRUE
3 (0.76),3 (0.84),3 (0.68),3 (0.56),4 (0.8),5 (0.76),3 (0.8),4 (0.64),4 (0.68),3 (0.68),3 (0.68),4 (0.76),3 (0.68),3 (0.8),1 (0.72),4,DistilBERT,"(3,)",DistilBERT,FALSE,TRUE
0 (0.8),3 (0.68),3 (0.84),2 (0.68),3 (0.84),4 (0.76),1 (0.88),1 (0.72),3 (0.76),0 (0.72),1 (0.96),1 (1.0),1 (0.84),1 (0.76),1 (0.88),2,"BART,DistilBERT","(3, 2)",DistilBERT,TRUE,TRUE
3 (0.76),3 (0.84),5 (0.8),5 (0.92),1 (0.84),1 (0.68),5 (0.76),5 (0.88),3 (0.88),5 (0.88),5 (0.8),5 (1.0),5 (0.76),5 (0.84),1 (0.8),1,ELMO,"(1,)",ELMO,TRUE,TRUE
2 (0.92),3 (0.96),3 (0.8),2 (0.72),4 (0.8),3 (0.76),3 (0.88),4 (0.76),0 (0.84),1 (0.88),2 (0.92),2 (0.96),3 (0.88),2 (0.92),2 (0.8),3,DistilBERT,"(2,)",DistilBERT,FALSE,TRUE
1 (0.88),4 (0.8),4 (0.72),5 (0.92),1 (0.68),3 (0.8),0 (0.84),1 (0.92),1 (0.96),3 (0.84),3 (0.84),2 (0.88),5 (0.84),3 (0.84),3 (0.76),4,ELECTRA,"(1,)",ELECTRA,FALSE,TRUE
5 (0.68),1 (0.84),4 (0.84),4 (0.76),1 (0.72),4 (1.0),4 (0.64),4 (0.76),3 (0.68),4 (0.8),4 (0.96),4 (0.72),4 (0.8),4 (0.8),4 (0.76),5,Falcon,"(4,)",Falcon,FALSE,TRUE
0 (0.6),3 (0.76),0 (0.84),1 (0.84),3 (0.88),4 (0.56),0 (0.96),3 (0.68),1 (0.72),0 (0.96),2 (0.84),1 (0.84),1 (0.76),0 (0.84),0 (0.84),2,ELMO,"(4,)",ELMO,FALSE,TRUE
3 (0.88),3 (0.84),3 (0.68),4 (0.88),3 (0.88),3 (0.68),3 (0.56),3 (0.92),4 (0.8),3 (0.48),3 (0.84),5 (0.76),3 (0.84),4 (0.72),4 (0.64),4,LLAMA,"(3,)",LLAMA,FALSE,TRUE
0 (0.8),3 (0.84),0 (0.84),0 (0.96),1 (0.84),2 (0.84),1 (0.84),1 (0.72),0 (0.88),1 (0.72),1 (0.84),1 (0.68),2 (0.92),1 (0.84),0 (0.64),2,MISTRAL,"(0,)",MISTRAL,FALSE,TRUE
0 (0.92),1 (0.76),0 (0.84),0 (0.8),4 (0.8),2 (0.8),3 (0.76),2 (0.8),2 (0.92),2 (0.76),2 (0.64),2 (0.84),1 (0.48),3 (0.68),3 (0.84),1,XLNET,"(1,)",XLNET,TRUE,TRUE
0 (0.68),1 (0.84),3 (0.84),3 (0.92),1 (0.8),1 (0.84),5 (0.88),1 (0.52),0 (0.76),5 (0.8),5 (0.68),1 (0.84),2 (0.76),1 (0.84),1 (0.72),2,Fasttext,"(1,)",Fasttext,FALSE,TRUE
4 (0.76),3 (0.8),5 (0.88),5 (0.68),2 (0.8),4 (0.84),3 (0.76),4 (0.76),4 (0.68),3 (0.84),3 (0.76),3 (0.76),4 (0.92),3 (0.88),3 (0.76),3,"DistilBERT,Glove","(5, 4)",Glove,FALSE,TRUE
2 (0.8),1 (0.76),4 (0.84),1 (0.84),2 (0.8),1 (0.8),2 (1.0),3 (0.88),3 (0.96),1 (0.88),2 (0.96),3 (0.72),0 (0.8),3 (0.88),2 (0.88),1,W2V,"(3,)",W2V,FALSE,TRUE
3 (0.76),3 (0.8),0 (0.84),1 (0.52),3 (0.76),1 (0.8),2 (0.68),1 (0.92),1 (0.8),2 (0.92),4 (0.8),1 (0.76),1 (0.48),2 (0.76),1 (0.84),2,XLNET,"(1,)",XLNET,FALSE,TRUE
2 (0.92),1 (0.76),3 (0.72),1 (0.92),1 (0.88),3 (0.84),1 (0.68),2 (0.76),3 (0.72),1 (0.96),1 (0.92),0 (0.96),1 (0.92),1 (0.92),1 (0.72),0,Falcon,"(1,)",Falcon,FALSE,TRUE
0 (0.88),1 (0.8),1 (0.88),3 (0.8),1 (0.96),3 (0.6),1 (0.92),1 (0.8),1 (0.84),1 (0.92),1 (0.8),2 (0.88),0 (0.84),1 (0.72),1 (0.72),2,ELMO,"(3,)",ELMO,FALSE,TRUE
1 (0.84),1 (0.92),2 (0.68),5 (0.92),4 (0.88),0 (0.84),5 (0.76),4 (0.76),3 (0.76),0 (0.92),5 (0.84),1 (0.88),0 (0.92),1 (0.72),1 (0.88),2,BERT,"(2,)",BERT,TRUE,TRUE
4 (0.76),5 (0.76),1 (0.76),4 (0.4),1 (0.8),1 (0.76),4 (0.88),4 (0.76),1 (0.8),4 (0.84),1 (0.76),4 (0.88),1 (0.84),4 (0.84),4 (0.8),1,DistilBERT,"(4,)",DistilBERT,FALSE,TRUE
2 (0.88),3 (0.96),1 (0.76),5 (0.8),1 (0.8),2 (0.68),1 (0.84),3 (0.8),5 (0.92),3 (0.84),1 (0.88),1 (0.68),2 (1.0),3 (0.8),3 (0.88),0,"ELMO,W2V","(2, 1)",W2V,FALSE,FALSE
4 (0.8),4 (0.76),5 (0.96),1 (0.96),4 (0.84),3 (0.88),4 (0.88),4 (1.0),4 (0.68),4 (0.92),5 (0.92),3 (0.88),3 (0.84),4 (0.88),3 (0.72),2,Glove,"(4,)",Glove,FALSE,FALSE
5 (0.84),4 (0.76),5 (0.96),2 (0.72),4 (0.88),5 (0.6),4 (0.88),4 (0.72),4 (0.84),1 (0.84),4 (0.72),5 (0.6),1 (0.76),4 (0.72),3 (0.68),1,"ELMO,W2V","(5, 5)",ELMO,FALSE,TRUE
3 (0.72),1 (0.88),0 (0.92),0 (0.84),1 (0.84),2 (0.92),2 (0.8),1 (0.84),0 (0.84),0 (0.68),1 (0.84),1 (0.68),1 (0.72),1 (0.72),3 (0.72),5,"LLAMA,W2V","(0, 1)",LLAMA,FALSE,FALSE
1 (0.68),1 (0.64),4 (0.92),1 (0.88),4 (0.96),1 (0.8),1 (0.68),4 (0.68),1 (0.8),1 (0.72),1 (0.92),1 (0.92),1 (0.88),1 (0.96),1 (0.92),5,BART,"(1,)",BART,FALSE,FALSE
3 (0.68),1 (0.84),4 (0.68),3 (0.92),4 (0.8),3 (0.8),3 (0.8),3 (0.84),3 (0.76),4 (0.68),1 (0.8),3 (0.72),3 (0.92),4 (0.64),4 (0.76),5,LLAMA3,"(4,)",LLAMA3,FALSE,FALSE
2 (0.84),3 (0.88),4 (0.76),4 (0.68),3 (0.96),1 (0.84),1 (0.8),1 (0.64),1 (0.68),3 (0.8),3 (0.76),2 (0.96),1 (0.96),2 (0.88),1 (0.88),3,Fasttext,"(1,)",Fasttext,FALSE,TRUE
1 (0.84),1 (0.76),4 (0.72),5 (0.8),3 (0.96),1 (0.72),1 (0.92),3 (0.68),3 (0.76),1 (0.8),1 (0.8),1 (0.76),1 (0.88),1 (0.84),4 (0.8),1,Fasttext,"(3,)",Fasttext,FALSE,TRUE
2 (0.72),1 (0.84),2 (0.64),2 (0.76),2 (0.8),2 (0.72),4 (0.72),3 (0.8),3 (0.88),5 (0.68),4 (0.84),2 (0.72),2 (0.56),2 (0.76),2 (0.6),2,XLNET,"(2,)",XLNET,TRUE,TRUE
5 (0.8),4 (0.6),1 (0.76),3 (0.64),4 (0.92),4 (0.8),1 (0.76),5 (0.8),4 (0.96),1 (0.68),4 (0.88),4 (0.64),4 (0.8),1 (0.76),1 (0.72),4,BART,"(4,)",BART,TRUE,TRUE
3 (0.76),1 (0.52),5 (0.84),3 (0.68),3 (0.76),5 (0.76),3 (0.8),5 (0.88),3 (0.96),4 (0.56),4 (0.8),1 (0.92),3 (0.84),4 (0.72),4 (0.68),4,BART,"(1,)",BART,FALSE,TRUE
3 (0.8),4 (0.8),5 (0.88),5 (0.8),4 (0.76),4 (0.8),3 (0.92),4 (0.84),4 (0.72),1 (0.84),4 (0.64),4 (0.84),1 (0.84),4 (0.76),4 (0.84),4,RoBERTa,"(4,)",RoBERTa,TRUE,TRUE
1 (0.88),1 (0.64),5 (0.68),4 (0.76),4 (0.84),1 (0.76),2 (0.8),1 (0.72),4 (0.84),2 (0.8),2 (0.76),2 (0.84),4 (0.92),3 (0.76),3 (0.8),3,BART,"(1,)",BART,FALSE,TRUE
1 (0.88),1 (0.76),3 (0.84),1 (0.72),1 (0.92),1 (0.84),0 (0.84),1 (0.8),0 (0.92),1 (0.84),0 (0.92),1 (0.84),0 (0.84),2 (0.84),2 (0.52),5,MISTRAL,"(2,)",MISTRAL,FALSE,FALSE
1 (0.52),3 (0.88),1 (0.44),1 (0.48),1 (0.52),1 (0.24),5 (0.76),1 (0.76),1 (0.8),1 (0.72),1 (0.56),0 (0.92),5 (0.88),1 (0.6),1 (0.52),1,ELMO,"(1,)",ELMO,TRUE,TRUE
0 (0.88),4 (0.72),5 (0.92),1 (0.92),1 (0.88),1 (0.84),3 (0.8),1 (0.96),1 (0.76),2 (0.88),1 (0.92),5 (0.64),1 (0.92),5 (0.68),1 (0.84),5,W2V,"(5,)",W2V,TRUE,TRUE
1 (0.8),3 (0.72),1 (0.68),3 (0.76),4 (0.84),1 (0.76),1 (0.8),4 (0.88),3 (0.64),1 (0.8),3 (0.84),4 (0.92),1 (0.84),3 (0.8),1 (0.72),5,Glove,"(3,)",Glove,FALSE,FALSE
3 (0.88),1 (0.72),3 (0.84),3 (0.8),4 (0.84),3 (0.76),1 (0.88),2 (0.84),1 (0.92),1 (0.88),2 (0.68),1 (0.76),1 (0.88),1 (0.84),1 (0.72),4,RoBERTa,"(2,)",RoBERTa,FALSE,TRUE
0 (0.88),1 (0.88),4 (0.76),1 (0.6),0 (0.84),1 (0.8),1 (0.72),3 (0.88),4 (0.56),1 (0.8),1 (0.8),4 (0.84),3 (0.68),3 (0.76),1 (0.92),2,Glove,"(4,)",Glove,FALSE,FALSE
2 (0.92),1 (0.92),1 (0.72),3 (0.84),2 (0.84),1 (0.84),2 (0.72),2 (0.76),1 (0.92),3 (0.76),2 (0.88),0 (0.96),1 (0.84),1 (0.88),2 (0.76),0,"BERT,Falcon","(1, 2)",Falcon,FALSE,TRUE
